University of Mancheseter,Biology with Science and Society with Industrial/Professional Experience BSc (4 years),08165/bsc-biology-with-science-and-society-with-industrial-professional-experience/
University of Mancheseter,Biomedical Sciences BSc (3 years),00532/bsc-biomedical-sciences/
University of Mancheseter,Biomedical Sciences MSci (4 years),10112/msci-biomedical-sciences/
University of Mancheseter,Biomedical Sciences with a Modern Language BSc (4 years),06245/bsc-biomedical-sciences-with-a-modern-language/
University of Mancheseter,Biomedical Sciences with Entrepreneurship BSc (4 years),18039/bsc-biomedical-sciences-with-entrepreneurship/
University of Mancheseter,Biomedical Sciences with Industrial/Professional Experience BSc (4 years),00531/bsc-biomedical-sciences-with-industrial-professional-experience/
University of Mancheseter,Biosciences with a Foundation Year,00456/biosciences-with-a-foundation-year/
University of Mancheseter,Biotechnology BSc (3 years),08662/bsc-biotechnology/
University of Mancheseter,Biotechnology MSci (4 years),10114/msci-biotechnology/
University of Mancheseter,Biotechnology with Entrepreneurship BSc (4 years),18051/bsc-biotechnology-with-entrepreneurship/
University of Mancheseter,Biotechnology with Industrial/Professional Experience BSc (4 years),08669/bsc-biotechnology-with-industrial-professional-experience/
University of Mancheseter,Business Accounting with Industrial/Professional Experience BSc (4 years),12812/bsc-business-accounting-with-industrial-professional-experience/
University of Mancheseter,Cell Biology BSc (3 years),00535/bsc-cell-biology/
University of Mancheseter,Cell Biology MSci (4 years),10115/msci-cell-biology/
University of Mancheseter,Cell Biology with a Modern Language BSc (4 years),00534/bsc-cell-biology-with-a-modern-language/
University of Mancheseter,Cell Biology with Entrepreneurship BSc (4 years),18040/bsc-cell-biology-with-entrepreneurship/
University of Mancheseter,Cell Biology with Industrial/Professional Experience BSc (4 years),00533/bsc-cell-biology-with-industrial-professional-experience/
University of Mancheseter,Chemical Engineering BEng (3 years),03340/beng-chemical-engineering/
University of Mancheseter,Chemical Engineering MEng (4 years),03848/meng-chemical-engineering/
University of Mancheseter,Chemical Engineering with an Integrated Foundation Year BEng/MEng,12951/beng-meng-chemical-engineering-with-an-integrated-foundation-year/
University of Mancheseter,Chemical Engineering with Energy and Environment MEng (4 years),09050/meng-chemical-engineering-with-energy-and-environment/
University of Mancheseter,Chemical Engineering with Industrial Experience MEng (4 years),03849/meng-chemical-engineering-with-industrial-experience/
University of Mancheseter,Chemical Engineering with Study in Europe MEng (4 years),03850/meng-chemical-engineering-with-study-in-europe/
University of Mancheseter,Chemistry BSc (3 years),00544/bsc-chemistry/
University of Mancheseter,Chemistry MChem (4 years),01449/mchem-chemistry/
University of Mancheseter,Chemistry with an Integrated Foundation Year BSc/MChem,12956/bsc-mchem-chemistry-with-an-integrated-foundation-year/
University of Mancheseter,Chemistry with Industrial Experience MChem (4 years),01450/mchem-chemistry-with-industrial-experience/
University of Mancheseter,Chemistry with International Study MChem (4 years),09453/mchem-chemistry-with-international-study/
University of Mancheseter,Chemistry with Medicinal Chemistry BSc (3 years),00539/bsc-chemistry-with-medicinal-chemistry/
University of Mancheseter,Chemistry with Medicinal Chemistry MChem (4 years),01443/mchem-chemistry-with-medicinal-chemistry/
University of Mancheseter,Children's Nursing BNurs (3 years),10972/bnurs-childrens-nursing/
University of Mancheseter,Chinese and English Language BA (4 years),00059/ba-chinese-and-english-language/
University of Mancheseter,Chinese and French BA (4 years),00063/ba-chinese-and-french/
University of Mancheseter,Chinese and German BA (4 years),00064/ba-chinese-and-german/
University of Mancheseter,Chinese and Italian BA (4 years),00066/ba-chinese-and-italian/
University of Mancheseter,Chinese and Japanese BA (4 years),06865/ba-chinese-and-japanese/
University of Mancheseter,Chinese and Linguistics BA (4 years),06817/ba-chinese-and-linguistics/
University of Mancheseter,Chinese and Politics BA (4 years),11161/ba-chinese-and-politics/
University of Mancheseter,Chinese and Portuguese BA (4 years),00068/ba-chinese-and-portuguese/
University of Mancheseter,Chinese and Russian BA (4 years),00069/ba-chinese-and-russian/
University of Mancheseter,Chinese and Spanish BA (4 years),00071/ba-chinese-and-spanish/
University of Mancheseter,Chinese Studies BA (4 years),00058/ba-chinese-studies/
University of Mancheseter,Civil and Structural Engineering MEng (4 years),03858/meng-civil-and-structural-engineering/
University of Mancheseter,Civil Engineering BEng (3 years),03343/beng-civil-engineering/
University of Mancheseter,Civil Engineering MEng (4 years),03869/meng-civil-engineering/
University of Mancheseter,Civil Engineering (Enterprise) MEng (4 years),03873/meng-civil-engineering-enterprise/
University of Mancheseter,Civil Engineering with an Integrated Foundation Year BEng/MEng,12949/beng-meng-civil-engineering-with-an-integrated-foundation-year/
University of Mancheseter,Civil Engineering with Industrial Experience MEng (5 years),03875/meng-civil-engineering-with-industrial-experience/
University of Mancheseter,Classical Studies BA (3 years),00183/ba-classical-studies/
University of Mancheseter,Classics BA (3 years),00184/ba-classics/
University of Mancheseter,Cognitive Neuroscience and Psychology BSc (3 years),00550/bsc-cognitive-neuroscience-and-psychology/
University of Mancheseter,Cognitive Neuroscience and Psychology MSci (4 years),12053/msci-cognitive-neuroscience-and-psychology/
University of Mancheseter,Cognitive Neuroscience and Psychology with Industrial/Professional Experience BSc (4 years),00549/bsc-cognitive-neuroscience-and-psychology-with-industrial-professional-experience/
University of Mancheseter,Comparative Religion and Social Anthropology BA (3 years),12806/ba-comparative-religion-and-social-anthropology/
University of Mancheseter,Computer Science BSc (3 years),00560/bsc-computer-science/
University of Mancheseter,Computer Science MEng (4 years),00587/meng-computer-science/
University of Mancheseter,Computer Science (Human Computer Interaction) BSc (3 years),09694/bsc-computer-science-human-computer-interaction/
University of Mancheseter,Computer Science (Human Computer Interaction) MEng (4 years),09913/meng-computer-science-human-computer-interaction/
University of Mancheseter,Computer Science (Human Computer Interaction) with Industrial Experience BSc (4 years),09695/bsc-computer-science-human-computer-interaction-with-industrial-experience/
University of Mancheseter,Computer Science (Human Computer Interaction) with Industrial Experience MEng (5 years),09914/meng-computer-science-human-computer-interaction-with-industrial-experience/
University of Mancheseter,Computer Science and Mathematics BSc (3 years),00558/bsc-computer-science-and-mathematics/
University of Mancheseter,Computer Science and Mathematics with Industrial Experience BSc (4 years),00490/bsc-computer-science-and-mathematics-with-industrial-experience/
University of Mancheseter,Computer Science with an Integrated Foundation Year BSc/MEng,12952/bsc-meng-computer-science-with-an-integrated-foundation-year/
University of Mancheseter,Computer Science with Industrial Experience BSc (4 years),00559/bsc-computer-science-with-industrial-experience/
University of Mancheseter,Computer Science with Industrial Experience MEng (5 years),09616/meng-computer-science-with-industrial-experience/
University of Mancheseter,Computer Systems Engineering BEng (3 years),10253/beng-computer-systems-engineering/
University of Mancheseter,Computer Systems Engineering MEng (4 years),10255/meng-computer-systems-engineering/
University of Mancheseter,Computer Systems Engineering with an Integrated Foundation Year BEng/MEng,12953/beng-meng-computer-systems-engineering-with-an-integrated-foundation-year/
University of Mancheseter,Computer Systems Engineering with Industrial Experience BEng (4 years),10254/beng-computer-systems-engineering-with-industrial-experience/
University of Mancheseter,Computer Systems Engineering with Industrial Experience MEng (5 years),10256/meng-computer-systems-engineering-with-industrial-experience/
University of Mancheseter,Criminology BA (3 years),07052/ba-criminology/
University of Mancheseter,Criminology and Quantitative Methods BASS (3 years),09769/bass-criminology-and-quantitative-methods/
University of Mancheseter,Criminology with International Study BA (4 years),11160/ba-criminology-with-international-study/
University of Mancheseter,Dentistry (first-year entry) BDS (5 years),00398/bds-dentistry-first-year-entry/
University of Mancheseter,Dentistry (pre-dental entry) BDS (6 years),00399/bds-dentistry-pre-dental-entry/
University of Mancheseter,Developmental Biology BSc (3 years),06625/bsc-developmental-biology/
University of Mancheseter,Developmental Biology MSci (4 years),10116/msci-developmental-biology/
University of Mancheseter,Developmental Biology with a Modern Language BSc (4 years),06627/bsc-developmental-biology-with-a-modern-language/
University of Mancheseter,Developmental Biology with Entrepreneurship BSc (4 years),18041/bsc-developmental-biology-with-entrepreneurship/
University of Mancheseter,Developmental Biology with Industrial/Professional Experience BSc (4 years),06626/bsc-developmental-biology-with-industrial-professional-experience/
University of Mancheseter,Development Studies BAEcon (3 years),05130/baecon-development-studies/
University of Mancheseter,Development Studies and Social Statistics BAEcon (3 years),11546/baecon-development-studies-and-social-statistics/
University of Mancheseter,Drama BA (3 years),00198/ba-drama/
University of Mancheseter,Drama and English Literature BA (3 years),06613/ba-drama-and-english-literature/
University of Mancheseter,Drama and Film Studies BA (3 years),12655/ba-drama-and-film-studies/
University of Mancheseter,Drama and Music BA (3 years),00341/ba-drama-and-music/
University of Mancheseter,Earth and Planetary Sciences BSc (3 years),12106/bsc-earth-and-planetary-sciences/
University of Mancheseter,Earth and Planetary Sciences MEarthSci (4 years),12107/mearthsci-earth-and-planetary-sciences/
University of Mancheseter,Earth and Planetary Sciences with an Integrated Foundation Year BSc/MEarthSci,12957/bsc-mearthsci-earth-and-planetary-sciences-with-an-integrated-foundation-year/
University of Mancheseter,Earth and Planetary Sciences with a Research Placement MEarthSci (4 years),12788/mearthsci-earth-and-planetary-sciences-with-a-research-placement/
University of Mancheseter,Earth and Planetary Sciences with Industrial Experience MEarthSci (4 years),12109/mearthsci-earth-and-planetary-sciences-with-industrial-experience/
University of Mancheseter,Earth and Planetary Sciences with International Study MEarthSci (4 years),12111/mearthsci-earth-and-planetary-sciences-with-international-study/
University of Mancheseter,East Asian Studies BA (3 years),09735/ba-east-asian-studies/
University of Mancheseter,East Asian Studies with International Study BA (4 years),12801/ba-east-asian-studies-with-international-study/
University of Mancheseter,Economics BAEcon (3 years),05134/baecon-economics/
University of Mancheseter,Economics BSc (3 years),10224/bsc-economics/
University of Mancheseter,Economics and Finance BAEcon (3 years),05136/baecon-economics-and-finance/
University of Mancheseter,Economics and Philosophy BAEcon (3 years),08811/baecon-economics-and-philosophy/
University of Mancheseter,Economics and Politics BAEcon (3 years),05137/baecon-economics-and-politics/
University of Mancheseter,Economics and Social Statistics BAEcon (3 years),11547/baecon-economics-and-social-statistics/
University of Mancheseter,Economics and Sociology BAEcon (3 years),05139/baecon-economics-and-sociology/
University of Mancheseter,Education BSc (3 years),12384/bsc-education/
University of Mancheseter,Educational Psychology BSc (3 years),11534/bsc-educational-psychology/
University of Mancheseter,Egyptology UGCert (3 years),07735/ugcert-egyptology/
University of Mancheseter,Egyptology UGDip (2 years),09116/ugdip-egyptology/
University of Mancheseter,"Electrical, Electronic & Mechatronic Engineering with an Integrated Foundation Year BEng/MEng",12950/beng-meng-electrical-electronic-and-mechatronic-engineering-with-an-integrated-foundation-year/
University of Mancheseter,Electrical and Electronic Engineering BEng (3 years),03363/beng-electrical-and-electronic-engineering/
University of Mancheseter,Electrical and Electronic Engineering MEng (4 years),03894/meng-electrical-and-electronic-engineering/
University of Mancheseter,Electrical and Electronic Engineering with Industrial Experience BEng (4 years),03364/beng-electrical-and-electronic-engineering-with-industrial-experience/
University of Mancheseter,Electrical and Electronic Engineering with Industrial Experience MEng (5 years),03893/meng-electrical-and-electronic-engineering-with-industrial-experience/
University of Mancheseter,Electronic Engineering BEng (3 years),08584/beng-electronic-engineering/
University of Mancheseter,Electronic Engineering MEng (4 years),08586/meng-electronic-engineering/
University of Mancheseter,Electronic Engineering with Industrial Experience BEng (4 years),08585/beng-electronic-engineering-with-industrial-experience/
University of Mancheseter,Electronic Engineering with Industrial Experience MEng (5 years),08587/meng-electronic-engineering-with-industrial-experience/
University of Mancheseter,English Language BA (3 years),00212/ba-english-language/
University of Mancheseter,English Language and Arabic BA (4 years),10007/ba-english-language-and-arabic/
University of Mancheseter,English Language and Chinese BA (4 years),00059/ba-english-language-and-chinese/
University of Mancheseter,English Language and English Literature BA (3 years),10352/ba-english-language-and-english-literature/
University of Mancheseter,English Language and French BA (4 years),00083/ba-english-language-and-french/
University of Mancheseter,English Language and German BA (4 years),00084/ba-english-language-and-german/
University of Mancheseter,English Language and Italian BA (4 years),00085/ba-english-language-and-italian/
University of Mancheseter,English Language and Japanese BA (4 years),06809/ba-english-language-and-japanese/
University of Mancheseter,English Language and Portuguese BA (4 years),00086/ba-english-language-and-portuguese/
University of Mancheseter,English Language and Russian BA (4 years),00087/ba-english-language-and-russian/
University of Mancheseter,English Language and Spanish BA (4 years),00088/ba-english-language-and-spanish/
University of Mancheseter,English Literature BA (3 years),00060/ba-english-literature/
University of Mancheseter,English Literature and American Studies BA (3 years),07914/ba-english-literature-and-american-studies/
University of Mancheseter,English Literature and Drama BA (3 years),06613/ba-english-literature-and-drama/
University of Mancheseter,English Literature and French BA (4 years),12159/ba-english-literature-and-french/
University of Mancheseter,English Literature and German BA (4 years),12158/ba-english-literature-and-german/
University of Mancheseter,English Literature and History BA (3 years),10357/ba-english-literature-and-history/
University of Mancheseter,English Literature and Italian BA (4 years),12157/ba-english-literature-and-italian/
University of Mancheseter,English Literature and Latin BA (3 years),00278/ba-english-literature-and-latin/
University of Mancheseter,English Literature and Spanish BA (4 years),12141/ba-english-literature-and-spanish/
University of Mancheseter,English Literature with Creative Writing BA (3 years),09248/ba-english-literature-with-creative-writing/
University of Mancheseter,Environmental Management BSc (3 years),12385/bsc-environmental-management/
University of Mancheseter,Environmental Management with Professional Placement BSc (4 years),12662/bsc-environmental-management-with-professional-placement/
University of Mancheseter,Environmental Science BSc (3 years),12124/bsc-environmental-science/
University of Mancheseter,Environmental Science MEnvSci (4 years),12316/menvsci-environmental-science/
University of Mancheseter,Environmental Science with an Integrated Foundation Year BSc/MEnvSci,12958/bsc-menvsci-environmental-science-with-an-integrated-foundation-year/
University of Mancheseter,Environmental Science with a Research Placement MEnvSci (4 years),12794/menvsci-environmental-science-with-a-research-placement/
University of Mancheseter,Environmental Science with Industrial Experience MEnvSci (4 years),12319/menvsci-environmental-science-with-industrial-experience/
University of Mancheseter,Environmental Science with International Study MEnvSci (4 years),12322/menvsci-environmental-science-with-international-study/
University of Mancheseter,Fashion Buying and Merchandising BSc (3 or 4 years),09665/bsc-fashion-buying-and-merchandising/
University of Mancheseter,Fashion Management BSc (3 or 4 years),09662/bsc-fashion-management/
University of Mancheseter,Fashion Marketing BSc (3 or 4 years),09663/bsc-fashion-marketing/
University of Mancheseter,Fashion Technology BSc (3 years),12182/bsc-fashion-technology/
University of Mancheseter,Film Studies and Arabic BA (4 years),11785/ba-film-studies-and-arabic/
University of Mancheseter,Film Studies and Archaeology BA (3 years),11786/ba-film-studies-and-archaeology/
University of Mancheseter,Film Studies and Chinese BA (4 years),11787/ba-film-studies-and-chinese/
University of Mancheseter,Film Studies and East Asian Studies BA (3 years),11788/ba-film-studies-and-east-asian-studies/
University of Mancheseter,Film Studies and English Language BA (3 years),11789/ba-film-studies-and-english-language/
University of Mancheseter,Film Studies and English Literature BA (3 years),11790/ba-film-studies-and-english-literature/
University of Mancheseter,Film Studies and French BA (4 years),11791/ba-film-studies-and-french/
University of Mancheseter,Film Studies and German BA (4 years),11792/ba-film-studies-and-german/
University of Mancheseter,Film Studies and History BA (3 years),11793/ba-film-studies-and-history/
University of Mancheseter,Film Studies and History of Art BA (3 years),11794/ba-film-studies-and-history-of-art/
University of Mancheseter,Film Studies and Italian BA (4 years),11795/ba-film-studies-and-italian/
University of Mancheseter,Film Studies and Japanese BA (4 years),11796/ba-film-studies-and-japanese/
University of Mancheseter,Film Studies and Linguistics BA (3 years),11797/ba-film-studies-and-linguistics/
University of Mancheseter,Film Studies and Middle Eastern Studies BA (3 years),11798/ba-film-studies-and-middle-eastern-studies/
University of Mancheseter,Film Studies and Music BA (3 years),11799/ba-film-studies-and-music/
University of Mancheseter,Film Studies and Portuguese BA (4 years),11800/ba-film-studies-and-portuguese/
University of Mancheseter,Film Studies and Russian BA (4 years),11801/ba-film-studies-and-russian/
University of Mancheseter,Film Studies and Spanish BA (4 years),11802/ba-film-studies-and-spanish/
University of Mancheseter,Finance BAEcon (3 years),05153/baecon-finance/
University of Mancheseter,French and Chinese BA (4 years),00063/ba-french-and-chinese/
University of Mancheseter,French and English Language BA (4 years),00083/ba-french-and-english-language/
University of Mancheseter,French and German BA (4 years),00303/ba-french-and-german/
University of Mancheseter,French and History BA (4 years),00257/ba-french-and-history/
University of Mancheseter,French and Italian BA (4 years),00304/ba-french-and-italian/
University of Mancheseter,French and Japanese BA (4 years),06810/ba-french-and-japanese/
University of Mancheseter,French and Politics BA (4 years),11162/ba-french-and-politics/
University of Mancheseter,French and Portuguese BA (4 years),00090/ba-french-and-portuguese/
University of Mancheseter,French and Russian BA (4 years),00305/ba-french-and-russian/
University of Mancheseter,French and Spanish BA (4 years),00306/ba-french-and-spanish/
University of Mancheseter,French Studies BA (4 years),00230/ba-french-studies/
University of Mancheseter,Genetics BSc (3 years),00571/bsc-genetics/
University of Mancheseter,Genetics MSci (4 years),10120/msci-genetics/
University of Mancheseter,Genetics with a Modern Language BSc (4 years),00573/bsc-genetics-with-a-modern-language/
University of Mancheseter,Genetics with Entrepreneurship BSc (4 years),18042/bsc-genetics-with-entrepreneurship/
University of Mancheseter,Genetics with Industrial/Professional Experience BSc (4 years),00572/bsc-genetics-with-industrial-professional-experience/
University of Mancheseter,Geography BA (3 years),00232/ba-geography/
University of Mancheseter,Geography BSc (3 years),00575/bsc-geography/
University of Mancheseter,Geography with International Study BA (4 years),08208/ba-geography-with-international-study/
University of Mancheseter,Geography with International Study BSc (4 years),08209/bsc-geography-with-international-study/
University of Mancheseter,Geography with Professional Placement BA (4 years),12675/ba-geography-with-professional-placement/
University of Mancheseter,Geography with Professional Placement BSc (4 years),12676/bsc-geography-with-professional-placement/
University of Mancheseter,German and Chinese BA (4 years),00064/ba-german-and-chinese/
University of Mancheseter,German and English Language BA (4 years),00084/ba-german-and-english-language/
University of Mancheseter,German and French BA (4 years),00303/ba-german-and-french/
University of Mancheseter,German and History BA (4 years),00258/ba-german-and-history/
University of Mancheseter,German and Italian BA (4 years),00308/ba-german-and-italian/
University of Mancheseter,German and Japanese BA (4 years),06811/ba-german-and-japanese/
University of Mancheseter,German and Politics BA (4 years),11163/ba-german-and-politics/
University of Mancheseter,German and Portuguese BA (4 years),00091/ba-german-and-portuguese/
University of Mancheseter,German and Russian BA (4 years),00309/ba-german-and-russian/
University of Mancheseter,German and Spanish BA (4 years),00310/ba-german-and-spanish/
University of Mancheseter,German Studies BA (4 years),00237/ba-german-studies/
University of Mancheseter,Global Health (intercalated) BSc (1 year),09161/bsc-global-health-intercalated/
University of Mancheseter,Healthcare Science (Audiology) BSc (3 years),09104/bsc-healthcare-science-audiology/
University of Mancheseter,History BA (3 years),00255/ba-history/
University of Mancheseter,History and American Studies BA (3 years),07913/ba-history-and-american-studies/
University of Mancheseter,History and Arabic BA (4 years),10054/ba-history-and-arabic/
University of Mancheseter,History and Art History BA (3 years),10356/ba-history-and-art-history/
University of Mancheseter,History and French BA (4 years),00257/ba-history-and-french/
University of Mancheseter,History and German BA (4 years),00258/ba-history-and-german/
University of Mancheseter,History and Italian BA (4 years),00259/ba-history-and-italian/
University of Mancheseter,History and Portuguese BA (4 years),00095/ba-history-and-portuguese/
University of Mancheseter,History and Russian BA (4 years),00096/ba-history-and-russian/
University of Mancheseter,History and Sociology BA (3 years),00260/ba-history-and-sociology/
University of Mancheseter,History and Spanish BA (4 years),00261/ba-history-and-spanish/
University of Mancheseter,History of Art BA (3 years),00251/ba-history-of-art/
University of Mancheseter,Immunology BSc (3 years),10284/bsc-immunology/
University of Mancheseter,Immunology MSci (4 years),10282/msci-immunology/
University of Mancheseter,Immunology with a Modern Language BSc (4 years),10292/bsc-immunology-with-a-modern-language/
University of Mancheseter,Immunology with Entrepreneurship BSc (4 years),18050/bsc-immunology-with-entrepreneurship/
University of Mancheseter,Immunology with Industrial/Professional Experience BSc (4 years),10291/bsc-immunology-with-industrial-professional-experience/
University of Mancheseter,Information Technology Management for Business BSc (3 years),06246/bsc-information-technology-management-for-business/
University of Mancheseter,Information Technology Management for Business with Industrial Experience BSc (4 years),06247/bsc-information-technology-management-for-business-with-industrial-experience/
University of Mancheseter,"International Business, Finance and Economics BSc (3 years)",09224/bsc-international-business-finance-and-economics/
University of Mancheseter,"International Business, Finance and Economics with Industrial/Professional Experience BSc (4 years)",09963/bsc-international-business-finance-and-economics-with-industrial-professional-experience/
University of Mancheseter,International Disaster Management & Humanitarian Response BSc (3 years),10113/bsc-international-disaster-management-and-humanitarian-response/
University of Mancheseter,International Disaster Management and Humanitarian Response and Arabic BSc (4 years),12774/bsc-international-disaster-management-and-humanitarian-response-and-arabic/
University of Mancheseter,International Disaster Management and Humanitarian Response and Chinese BSc (4 years),12775/bsc-international-disaster-management-and-humanitarian-response-and-chinese/
University of Mancheseter,International Disaster Management and Humanitarian Response and French BSc (4 years),12776/bsc-international-disaster-management-and-humanitarian-response-and-french/
University of Mancheseter,International Disaster Management and Humanitarian Response and Spanish BSc (4 years),12782/bsc-international-disaster-management-and-humanitarian-response-and-spanish/
University of Mancheseter,International Management BSc (4 years),03512/bsc-international-management/
University of Mancheseter,International Management with American Business Studies BSc (4 years),03514/bsc-international-management-with-american-business-studies/
University of Mancheseter,Italian and Chinese BA (4 years),00066/ba-italian-and-chinese/
University of Mancheseter,Italian and English Language BA (4 years),00085/ba-italian-and-english-language/
University of Mancheseter,Italian and French BA (4 years),00304/ba-italian-and-french/
University of Mancheseter,Italian and German BA (4 years),00308/ba-italian-and-german/
University of Mancheseter,Italian and History BA (4 years),00259/ba-italian-and-history/
University of Mancheseter,Italian and Japanese BA (4 years),06812/ba-italian-and-japanese/
University of Mancheseter,Italian and Latin BA (4 years),00279/ba-italian-and-latin/
University of Mancheseter,Italian and Politics BA (4 years),11164/ba-italian-and-politics/
University of Mancheseter,Italian and Portuguese BA (4 years),00097/ba-italian-and-portuguese/
University of Mancheseter,Italian and Russian BA (4 years),00313/ba-italian-and-russian/
University of Mancheseter,Italian and Spanish BA (4 years),00314/ba-italian-and-spanish/
University of Mancheseter,Italian Studies BA (4 years),00268/ba-italian-studies/
University of Mancheseter,Japanese and English Language BA (4 years),06809/ba-japanese-and-english-language/
University of Mancheseter,Japanese and French BA (4 years),06810/ba-japanese-and-french/
University of Mancheseter,Japanese and German BA (4 years),06811/ba-japanese-and-german/
University of Mancheseter,Japanese and Italian BA (4 years),06812/ba-japanese-and-italian/
University of Mancheseter,Japanese and Linguistics BA (4 years),06819/ba-japanese-and-linguistics/
University of Mancheseter,Japanese and Politics BA (4 years),11165/ba-japanese-and-politics/
University of Mancheseter,Japanese and Portuguese BA (4 years),06813/ba-japanese-and-portuguese/
University of Mancheseter,Japanese and Russian BA (4 years),06814/ba-japanese-and-russian/
University of Mancheseter,Japanese and Spanish BA (4 years),06818/ba-japanese-and-spanish/
University of Mancheseter,Japanese Studies BA (4 years),06751/ba-japanese-studies/
University of Mancheseter,Latin and English Literature BA (3 years),00278/ba-latin-and-english-literature/
University of Mancheseter,Latin and French BA (4 years),10229/ba-latin-and-french/
University of Mancheseter,Latin and Italian BA (4 years),00279/ba-latin-and-italian/
